,Unnamed: 0,avalanche_obs,comment,documents,group_activity,id,location,location_coords,location_coords_type,location_desc,location_elevation,location_province,num_fatal,num_injured,num_involved,ob_date,snowpack_comment,snowpack_obs,weather_comment,weather_obs,alt_coord
371,371,"[{'observation_date': '1967-01-30 14:35', 'size': '', 'type': 'Slab', 'trigger': 'U', 'aspect': 'SE', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","ASSUMED THIS WAS NOT COMMERCIAL.
A group of three skiers, a mountain guide, a ski patrolman and another local resident left the top of Eagle chair to ski the poweder snow at the Ptarmigan Ridge.  The group traversed a slope marked with signs Avalanche Area by following the tracks of many others who had defied the warning.  The lead skier tested a short steep lsope with no resultes, then all three continued the traverse into the area of the Ptarmigan Chutes, passing old tracks made during the previous weekend.  The second chute was chosen.  The patrolman led off, skied about 50m downslope, then stopped.  The guide passed him and continued down another 100m.  The third skier then started down and the patrolman recommenced his run, stopping again by some small trees where he turned to see an avalanche coming down the chute.  The third skier shouted a warning, but both the patrolman and the guide were caught by the fast moving snow. The patrolman grabbed a tree, but it broke under the impact of the avalanche and he was carried further down with the snow.  He saw his companion being flipped into the air beside him.  A second wave of snow engulfed the patrolman, but he was able to stay on top.  The third skier had escaped the avalanche but the guide was nowhere to be seen.","[{'title': 'One skier killed, one injured (p. 35)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/ff99295a-4864-499e-b2a8-5f224b7c84d1/'}]",Out-of-Bounds Skiing,f679f346-f9c8-4f95-bbe0-8ea937c0042e,outside Lake Louise Ski Area,"[560201.0, 5702079.0]",UTM 11 NAD27 (assumed),"Ptarmigan Chutes, Mount Whitehorn",,AB,1,1.0,,1967-01-30,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
372,372,"[{'observation_date': '1965-01-08 10:53', 'size': '', 'type': 'Slab', 'trigger': 'Na', 'aspect': 'W', 'elevation': 2700, 'slab_width': 450, 'slab_thickness': None}]","At 0800h on January 8 the windspeed changed from between 8 and 24kmh to speeds in excess of 120kmh.  An unprecedented accumulation of wind transported snow in the avalanche startiing zones and increasing temperatures caused the hazard to rise quickly prompting the closure of the highway..  At 0900 a natural avalanche occurred at MacDonald West Shoulder, path No. 4, followed at 0910 by an avalanche in No. 3 path.  Each covered the highway for a length greater than 100m.  The avalanche hazard analyst considered that traffic travelling inside the park gates woulld not have had time to clear the area, and that someone could have been caught in the avlanches, particularily in Path No. 3.  A front end loader and bulldozer began to remove the deposited snow from Path No. 3.  The operators were made aware of the extreme danger from further slides, but they continued to work.  At 1053h a release was observed in the basin above path No. 2 and a warning call given.  The probe team immediately ran to safety, but the machine operators could not react so swiftly and were cauth whtn the avalanche hit the road and overlapped the avalanche from path No. 3","[{'title': 'Two workmen on road killed (p. 32)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/abddc7e9-65e4-4976-b57a-50659e58bd75/'}]",Inside Car/Truck on Road,3d5a8e5f-bdf9-42d8-b79f-919e1b45d218,MacDonald West #2,"[463980.0, 5683314.0]",UTM 11 NAD27 (assumed),,,BC,2,,,1966-01-08,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-123.1682206, 49.2701437]"
373,373,"[{'observation_date': '1965-01-01', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","Historic.  Persons on road.  DATE NOT SPECIFIED, ONLY YEAR.",[],Inside Car/Truck on Road,3e5d7073-84c7-4594-b447-8e1a097e4ec0,Red Pass,"[365735.0, 5872288.0]",UTM 11 NAD27 (assumed),,,BC,2,,,1966-01-01,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-119, 52.983333]"
374,374,"[{'observation_date': '1965-12-28', 'size': '', 'type': '', 'trigger': 'Na', 'aspect': 'SE', 'elevation': 1950, 'slab_width': None, 'slab_thickness': None}]","About 0430h, December 28, the Kootenay Pass highway foreman was notified by a snowplow operator tha an avalacneh was bloking the highway 4.3km east of the summit at 1500m elevation.  The foreman proceeded immediately to the scene and found that several small dry avalanches had combined to cover the highway to a depth of about 2m.  Walking over the deposited snow from the west side the foreman noted a light coming from a  hole in the snow and  on closer investiagtion discovered a car.  The car was covered with about 50cm of snow and the driver was slumped over the wheel.","[{'title': 'One car buried and one person killed (p. 29)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/75e5602b-ee65-47d0-a744-b7efc7f54e95/'}]",Inside Car/Truck on Road,1399aa64-513c-4618-a565-8e848ad0f2c5,Kootenay Pass,"[498783.0, 5436720.0]",UTM 11 NAD27 (assumed),,,BC,1,,,1965-12-28,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-114.5713889, 49.3980555]"
375,375,"[{'observation_date': '1965-02-28 12:30', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'E', 'elevation': 2100, 'slab_width': 450, 'slab_thickness': None}]",Two expert skiers were skiing from the Mt Norquay Chairlift into a gully north of the Lone Pine run.  The leader triggered an avalanche and his companion saw him disappear in the  moving snow.  The witness climbed back up to the Patrol hut and reported the accident.,"[{'title': 'One skier killed (p. 26)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/82435a43-f4f3-4a4d-80e7-cdbcd77a93f1/'}]",Out-of-Bounds Skiing,2a9a3073-3d03-4e76-aa71-a352682d9369,outside Mount Norquay Ski Area,"[595518.0, 5671101.0]",UTM 11 NAD27 (assumed),Gully N of Lone Pine run,,AB,1,,,1965-02-28,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
376,376,"[{'observation_date': '1965-02-18 09:57', 'size': '', 'type': 'Slab', 'trigger': 'Na', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","After a below normal winter for precipiation and temperature, February brought heavy snowfall - 4.3m fell in several days prior to February 18.  At 0957h on February 18 an avalanche destroyed the southern portion of a mining camp and the buildings surrounding the mine portal, not quite blocking the portal.  In the camp proper there were four bunkhouses, a recreation hall, warehouse, first aid building and temporary hospital, a small helicopter hangar with workshop and ten smaller buildings.  After the avalanche only the bunkhouses, mine office, warehouse and the first aid building/hospital were left intact.  There were 154 men in the camp; 68 of them were caught in the avalanche.  The others were in buildings or working in safe areas outside; 21 men were working underground.  The men caught in the avalanche were shovelling roofs, bulldozing pathways, digging out equipment, and working on construction and machinery in the area of the mine portal.","[{'title': 'Twnety-six workmen killed; twenty workmen injured, buildings distroyed (p. 21)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/7e1b9122-785d-45b0-b4b1-dece40039d65/'}]",At Outdoor Worksite,15fce15f-3359-4700-b489-ef6d6eb2d839,Granduc Mine,"[431811.0, 6232594.0]",UTM 9V NAD27 (aasumed),30 km NW of Stewart,,BC,26,20.0,,1965-02-18,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-130.0266829, 56.0554166]"
377,377,"[{'observation_date': '1965-01-13 22:00', 'size': '', 'type': 'Loose', 'trigger': 'Na', 'aspect': 'S', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","In a period of very wet weather during January an avalanche occurred carrying with it trees, mud and boulders.  At the lower end of the gully it separated into three arms, two of them followed watercourses on the alluvial fan.  The arm in the westerly creek destroyed half a duplex above Burma road, knocked down the porch of a second duplex and finally demolished the end rooms on a bunkhouse at the water's edge.  The easterly arm struck and completely destoyed another duplex above Burma road, carried the wreckage downhill and struck the print shop and Credit Union buildings below.  Both were destroyed and two adjacent buildings were partially damaged.  The wooden roadbed of Burma road was also torn out by the avalanches.Three of the seven persons residing in the western duplex were trapped in the undestroyed portion of the home.  The other four persons and the three persons residing in the eastern duplex were englufed by the avalanche.","[{'title': 'Seven residents killed , five injured, several buildings destroyed (p. 19)', 'source': 'Stethem and Schaerer (1978); Avalanche Accidents in Canada II - A selection of Case Histories of Accidents 1943-1978', 'url': '/public/legacy_doc/265e0976-616c-42e8-ae4f-9ef13c562c53/'}]",Inside Building,9fd1e1ba-c397-4e34-a379-6ca9f38a6baf,Mount Caro Marion,"[588546.0, 5800763.0]",UTM 9 NAD27 (assumed),Ocean Falls,,BC,7,5.0,,1965-01-13,"Avalanche was a result of heavy snowfalls in early January followed by high temps and heavy rain January 13.  Local residents mentioned a freezing rain in December which coated the town with ice.  This ice layer, when lubricated by the rain, might have provieded an initial sliding surface for the deep snow","{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-127.7025, 52.371111]"
378,378,"[{'observation_date': '1965-01-01', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","Historic.  Workers.  DATE NOT EXACT, ONLY GIVEN AS MONTH AND YEAR.",[],At Outdoor Worksite,8be432e3-b28d-431f-b165-2f94fd147830,Between Darcy and Lillooet,"[552928.0, 5620440.0]",UTM 10 NAD27 (assumed),,,BC,1,,,1965-01-01,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
379,379,"[{'observation_date': '1962-12-30 12:00', 'size': '', 'type': 'Slab', 'trigger': 'Na', 'aspect': 'NE', 'elevation': 2500, 'slab_width': None, 'slab_thickness': None}]","14 university students had skied to the Twin Falls Chalet in the Yoho Valley on December 28.  They planned to go ski touring in the area while staying at the Chalet and had discussed the avalanche condtions with the Park Wardens.  On December 30 the group was scattered along a climbing traverse on the NE slope of Mt Whaleback - four about 2100m, seven around 2000m and three in between.  At approximately 1200h an avalanche swept down, engulfing the party.","[{'title': 'One skier killed (p. 16)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/bd0bfaff-730e-4d95-9ec6-7e00f7f70388/'}]",Backcountry Skiing,017e1d0a-9e69-4f93-9e5b-ff9ed1aa8a9d,Mount Whaleback,"[532369.0, 5709240.0]",UTM 11 NAD27 (assumed),NE slope,,BC,1,,,1962-12-30,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-116.560556, 51.539444]"
380,380,[],"Evening Telegram 
Little is known about a sad accident that resulted in the loss of Ruby Hilliers life in Griquet, a small community at the tip of the Northern Peninsula. A brief paragraph in the Western Star of February 8, 1962 tells us that ""Ruby Hillier (10) of Griquet in the St. Anthony area died February 6 when she was buried by a snow-slide. The accident occurred at 3:30 p.m. The RCMP said that death by a snow-slide is extremely unusual in Newfoundland.""","[{'title': 'Griquet, Northern Peninsula, Feb 6, 1962', 'source': 'NFLD Geological Survey', 'url': '/public/legacy_doc/6c2848af-b5d1-40e5-8c04-ec3b01c49961/feb6_62.html'}]",Unknown,e22241e8-6ef5-49a3-89ab-72e362d61fd9,Griquet,"[-55.466667175293, 51.533332824707]",LatLon,Northern Peninsula,,NL,1,0.0,,1962-02-06,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-55.4586111, 51.5291667]"
381,381,"[{'observation_date': '1962-01-12', 'size': '', 'type': '', 'trigger': 'Sa', 'aspect': 'SE', 'elevation': None, 'slab_width': 15, 'slab_thickness': None}]","Two young ski racers decided to set a downhill course on Silver Star Mountain.  As they were setting the course the younger skier fell, while his companion continued.  When the second skier continued to the last gate he found no sign of the other skier and a break in the snow.  Thinking nothing of the break he skied down assuming his companion had also continued down.",[],Out-of-Bounds Skiing,7c14d12a-0087-4f27-9336-0886a3732dfb,outside Silver Star Ski Area,"[353024.0, 5581442.0]",UTM 11 NAD27 (assumed),,,BC,1,,,1962-01-21,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
382,382,"[{'observation_date': '1961-07-19', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","Historic.  Three climbers attempting to ascend Saddle Peak of Mt Garibaldi.  About 250m below the peak they were caught by an avalanche.  Two were injured, one severely and the third was unhurt.  Unhurt climber left to summon help.",[],Mountaineering,8eaefab8-abc8-491c-a485-4da2f24565e6,Mount Garibaldi,"[500000.0, 5521953.0]",UTM 10 NAD27 (assumed),Saddle Peak of Mt Garibaldi,,BC,1,,,1961-07-19,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-123.004722, 49.850556]"
